A_reqA,A_reqB,N_robot,reqAonRobot,reqBonRobot,S_door_opening,S_door_closing,S_reqA_driveToDoor,S_reqA_driveFwd,S_reqA_driveBack,S_reqA_driveAround,S_reqB_driveToDoor,S_reqB_driveFwd,S_reqB_driveBack,S_reqB_driveAround,S_robot_driveToDoor,S_robot_driveFwd,S_robot_driveBack,S_robot_driveAround,S_changePolicyToOpen,probA,probB,Z_robot,comm_same_room,R_robot_choosing_mean,R_robot_choosing_low,R_robot_choosing_up,R_robot_reachDoor_A_mean,R_robot_reachDoor_A_low,R_robot_reachDoor_A_up,R_robot_driveThru_A_mean,R_robot_driveThru_A_low,R_robot_driveThru_A_up,R_robot_driveFwd_A_mean,R_robot_driveFwd_A_low,R_robot_driveFwd_A_up,R_robot_driveBack_A_mean,R_robot_driveBack_A_low,R_robot_driveBack_A_up,R_robot_driveAround_A_mean,R_robot_driveAround_A_low,R_robot_driveAround_A_up,R_robot_delivered_mean,R_robot_delivered_low,R_robot_delivered_up,R_robot_reachDoor_R_mean,R_robot_reachDoor_R_low,R_robot_reachDoor_R_up,R_robot_driveThru_R_mean,R_robot_driveThru_R_low,R_robot_driveThru_R_up,R_robot_driveFwd_R_mean,R_robot_driveFwd_R_low,R_robot_driveFwd_R_up,R_robot_driveBack_R_mean,R_robot_driveBack_R_low,R_robot_driveBack_R_up,R_robot_driveAround_R_mean,R_robot_driveAround_R_low,R_robot_driveAround_R_up,X_robot_goFast_A_mean,X_robot_goFast_A_low,X_robot_goFast_A_up,X_robot_goSlow_A_mean,X_robot_goSlow_A_low,X_robot_goSlow_A_up,X_robot_success_A_mean,X_robot_success_A_low,X_robot_success_A_up,X_robot_fail_A_mean,X_robot_fail_A_low,X_robot_fail_A_up,X_robot_goFast_R_mean,X_robot_goFast_R_low,X_robot_goFast_R_up,X_robot_goSlow_R_mean,X_robot_goSlow_R_low,X_robot_goSlow_R_up,X_robot_success_R_mean,X_robot_success_R_low,X_robot_success_R_up,X_robot_fail_R_mean,X_robot_fail_R_low,X_robot_fail_R_up,N_robot_avail_mean,N_robot_avail_low,N_robot_avail_up
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,60,0.1,0.9,1,1,0.0,0.0,0.0,9.02875124646832,8.867262336152013,9.190240156784625,0.18765414143903605,0.18417192261997944,0.19113636025809266,8.994389621475728,8.807664279423703,9.181114963527753,8.970356665360024,8.79308504629896,9.147628284421087,26.75417714539829,26.304650152087543,27.20370413870904,0.0,0.0,0.0,0.9943383375031979,0.9763691589081208,1.012307516098275,0.10352919409054777,0.10109880523333223,0.10595958294776331,0.9954286173340785,0.9780307329646603,1.0128265017034968,0.9981307369738991,0.978598693941811,1.0176627800059872,3.004736443829628,2.9549884425773683,3.0544844450818878,0.09457662949802335,0.09208051207513096,0.0972118470892666,0.241069264741777,0.23453635051832206,0.24797655023738968,0.07703840162259408,0.07545900177856693,0.0786853303596308,0.017708932635692638,0.017396000009403143,0.018033330044787268,0.096816537667314,0.09512305385711942,0.09857141290666643,0.23905989610818285,0.23249143420507637,0.246010299620263,0.08741687089209506,0.08544121903846165,0.08948605114021291,0.009873302628415553,0.009633808941356889,0.010125007365367332,0.335783120152003,0.3269332650471805,0.3446329752568255
30,30,10,1,1,20,40,9,9,9,27,9,9,9,27,1,1,1,3,300,0.1,0.9,10,0.1,0.0,0.0,0.0,8.963334826530344,8.738465127691244,9.188204525369445,0.01731479140783561,0.01686463182652966,0.01776495098914156,8.960658829445556,8.803619631101315,9.117698027789798,9.037481897579537,8.87159244708079,9.203371348078285,26.992649370003786,26.64743602348894,27.337862716518632,0.0,0.0,0.0,0.999275747125346,0.9804248457731349,1.018126648477557,0.007831703632526239,0.007623185379151279,0.008040221885901198,0.999572041142533,0.97732291932172,1.021821162963346,1.003728981423365,0.9854972980162753,1.0219606648304547,3.026904801080844,2.9679276238897865,3.0858819782719014,0.023218252679308136,0.022652287970274496,0.023813223216797942,0.23088709245342742,0.22416672496562376,0.23802285746450974,0.019406894478091616,0.01896340779216575,0.01987162104289874,0.003995077092763734,0.003900055078068425,0.004094845023263911,0.02393467283430521,0.023461418520633846,0.02442741279662534,0.23066451507535507,0.22459506852988598,0.23707111367680533,0.02209934017929098,0.021645832027073274,0.022572258156060485,0.001886246684493842,0.0018363884244827055,0.0019388878206531386,2.5152316085197515,2.449552189156114,2.580911027883389
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,60,0.1,0.9,10,0.1,0.0,0.0,0.0,8.983389834149209,8.833420365736117,9.133359302562301,0.02111150493635623,0.02055989751475229,0.021663112357960167,9.009130862973304,8.836944080923448,9.18131764502316,8.948125821424483,8.779551645201293,9.116699997647673,26.79484201525837,26.23256724288194,27.3571167876348,0.0,0.0,0.0,1.000383629545553,0.9783028156687812,1.022464443422325,0.01070773076624795,0.010409399391342364,0.011006062141153534,1.0028410062616968,0.9830509377246258,1.022631074798768,0.9871720474223201,0.9641507153827145,1.0101933794619258,3.023542792726483,2.9656310001079498,3.0814545853450164,0.06626475127430187,0.06491498344360652,0.06767184206628078,0.18881325383092346,0.18516927311718887,0.1926035347683487,0.05216084018872692,0.05084071814793566,0.05355134596233159,0.0142207003251486,0.013896900329402244,0.014559949471740082,0.06822569048268626,0.06657668404076943,0.06995845849889759,0.18701351740053057,0.18217107680409758,0.19212043001266801,0.060578673331617115,0.05933054506953778,0.06188044344416439,0.007302949123057151,0.007183814869859768,0.007426101383877248,2.5713928049396135,2.512912069274136,2.6298735406050913
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,60,0.1,0.9,1,0.5,0.0,0.0,0.0,9.054039415788385,8.87952537497535,9.22855345660142,0.097354279940952,0.09484511275795823,0.09986344712394576,9.074143340462761,8.91955674255188,9.228729938373643,9.040970229305003,8.811813668059976,9.27012679055003,27.418756133128465,26.811566648846863,28.025945617410066,0.0,0.0,0.0,0.9962046682591217,0.9678336902754509,1.0245756462427924,0.04978119702461415,0.04844236927632165,0.05112002477290665,1.0077969534842097,0.9861086511043752,1.0294852558640444,1.0042437390545755,0.9886188573953225,1.0198686207138286,3.0033478922202685,2.9449716240737596,3.0617241603667775,0.08992656923864369,0.08777485095607095,0.092186433332354,0.2457085352971975,0.2386200758363246,0.2532310284189157,0.07252797583425864,0.07098307238230642,0.07414162322668683,0.01739662258353057,0.01699824611766664,0.01781412014032873,0.09131784623030252,0.08958353640763307,0.09312063316262754,0.2459432546472586,0.24011246998067412,0.2520642715595476,0.0828103132866023,0.0807104567848059,0.08502235306424856,0.009105741161314318,0.008933766049616336,0.009284467276146952,0.33386495000964356,0.329196729788153,0.3385331702311341
30,30,10,1,1,20,40,9,9,9,27,9,9,9,27,1,1,1,3,300,0.1,0.9,1,0.5,0.0,0.0,0.0,9.06528702069421,8.938466239108402,9.192107802280018,0.07741170361243155,0.0751601491799404,0.07966325804492269,9.062284075727153,8.910856977374364,9.213711174079942,8.993037525292483,8.821515160529605,9.16455989005536,27.364059540878333,26.902209133928647,27.82590994782802,0.0,0.0,0.0,0.9951230981457273,0.9767146923176658,1.0135315039737889,0.03617907472711479,0.035309980126583616,0.037048169327645965,1.0034531588566924,0.9775499824593709,1.029356335254014,0.996115506471588,0.981634287555081,1.010596725388095,2.9946561280873762,2.9287919391740553,3.060520317000697,0.033590604592215,0.03264757445214959,0.03458973431449285,0.2943375196981574,0.2874643141012981,0.30154744982936493,0.028315721851645756,0.02756036110649135,0.029113654493657375,0.005210371601734633,0.005075564576277349,0.0053525349622987155,0.03388940433330087,0.03304952753766323,0.03477308123329234,0.29423591523152026,0.2857764579290102,0.3032114780572498,0.031492245822064585,0.030747902125614675,0.0322735216403995,0.0024616082360213666,0.0024243465334083465,0.0025000332273987483,0.32594527284605485,0.3178315587652863,0.3340589869268234
30,30,10,1,1,20,40,9,9,9,27,9,9,9,27,1,1,1,3,300,0.1,0.9,1,0.1,0.0,0.0,0.0,8.998305498337917,8.843941779387396,9.152669217288437,0.015317654597593464,0.014870895053819659,0.01576441414136727,8.9418187935155,8.775952804280875,9.107684782750125,8.988010401135552,8.855842565452477,9.120178236818628,26.98775146218707,26.506555632440577,27.468947291933564,0.0,0.0,0.0,1.0043562491654792,0.9865795839562209,1.0221329143747373,0.006779224606745459,0.0066230085407381345,0.006935440672752783,0.9976334791894081,0.9813859875472443,1.0138809708315721,1.005739838083278,0.9866551379274134,1.0248245382391425,2.997940669371666,2.939234035735516,3.056647303007816,0.03193064047305652,0.031049763336134045,0.0328629576615095,0.3001385992538614,0.29224426230483486,0.3084712732679446,0.027173813606417803,0.026633118822100073,0.027736917259253462,0.004967722817475222,0.0048615217397488175,0.005078667494934164,0.03254658548668462,0.03199734398320686,0.033115012009629734,0.29807113093084503,0.2902044783784027,0.30637615352598213,0.030348273169869225,0.029770094393107484,0.030949354910745488,0.002239728765912748,0.0021867900585232883,0.002295294185550535,0.32864789489791063,0.32468396618982515,0.3326118236059961
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,60,0.1,0.9,10,1,0.0,0.0,0.0,9.022792462042315,8.88117338668019,9.164411537404439,0.2144670476625546,0.2094540123964027,0.21948008292870647,9.062562035358184,8.791159781425058,9.333964289291309,8.98006130972532,8.80035790375898,9.15976471569166,27.00064043076738,26.4189094755144,27.58237138602036,0.0,0.0,0.0,1.007710889980905,0.987218953371101,1.028202826590709,0.11629456554672185,0.11330335979160801,0.1192857713018357,1.0037147666058288,0.9830539656333209,1.0243755675783368,1.0006209525729237,0.9820267930841446,1.0192151120617028,2.9802176074838567,2.9098505044224665,3.050584710545247,0.07074030021421164,0.06900998955404447,0.07255961174447545,0.1877644771400471,0.18370718123824212,0.19200503672725858,0.05587636959121769,0.05485329975746489,0.0569383273095743,0.015079978317974904,0.014776504147619027,0.015396179135372603,0.07198187043461035,0.06990235575699741,0.07418890502220012,0.18591444021873643,0.18181070221242507,0.19020771120930283,0.06495053544272307,0.06332503710063399,0.06666168255669276,0.008307855582835163,0.008192633301125836,0.008426365099568284,2.572254976378514,2.515669457313885,2.6288404954431432
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,60,0.1,0.9,10,0.5,0.0,0.0,0.0,9.052860803108967,8.859551733006995,9.246169873210938,0.10675931330437076,0.10416007185073853,0.10935855475800299,8.97742022707199,8.785046754641584,9.169793699502396,8.970120645498818,8.813801543549477,9.12643974744816,27.13427924494828,26.443403737644488,27.825154752252075,0.0,0.0,0.0,1.002693116884432,0.9737363038021976,1.0316499299666664,0.05638598849629264,0.055377694597260003,0.05739428239532527,0.9988329105247985,0.9837743745875867,1.0138914464620103,1.0006902200021937,0.9707765270300333,1.030603912974354,2.9908703489241715,2.925258287321204,3.056482410527139,0.06824298350112855,0.06636058689570364,0.0702352906658965,0.18730885254927676,0.1821187516241929,0.1928034507675477,0.053669015431106734,0.05248239893196889,0.054910531520395864,0.014668062894521135,0.014358561681774613,0.01499120074879294,0.07037931201090963,0.06886484686131877,0.07196188678752956,0.18512814319347298,0.18113740386192936,0.18929868834246794,0.06232011362351975,0.061041539874027745,0.06365339519422276,0.007833931585861589,0.007695348473610495,0.007977597634549853,2.5603291519154068,2.4873810918221544,2.633277212008659
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,120,0.1,0.9,1,0.5,0.0,0.0,0.0,9.018127382380875,8.858158390435012,9.178096374326739,0.09534582743764518,0.09267643509980181,0.09801521977548855,9.008383106147264,8.830508161065927,9.1862580512286,8.967071791217277,8.815224529566128,9.118919052868426,27.10046678953781,26.446731193734717,27.7542023853409,0.0,0.0,0.0,1.0031811875412855,0.974447123295688,1.031915251786883,0.047857062898355014,0.04649025494495697,0.04922387085175306,0.994081848440251,0.9782744330302929,1.009889263850209,0.9944970451368709,0.9648818796853683,1.0241122105883733,3.00980626210509,2.9639931386774974,3.0556193855326823,0.05362482621848234,0.052353344430829556,0.05495960506903299,0.27647364483294473,0.2703519545180911,0.282878989954896,0.04344266760476865,0.042297612240724855,0.04465144449117882,0.010153101504029555,0.009916306993973046,0.010401481647161299,0.05457131833637262,0.05304589202574826,0.05618707478655788,0.27457319009403397,0.2673181684482969,0.28223300065144313,0.04993125371310689,0.048805253901364434,0.05111043705719492,0.005308969407135813,0.005169481648567113,0.005456193491122008,0.331092615854728,0.32546364672194605,0.3367215849875099
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,120,0.1,0.9,1,1,0.0,0.0,0.0,8.945089147435905,8.787521590853316,9.102656704018493,0.1885442452434553,0.18400681844453629,0.19308167204237434,8.933375061868018,8.78246978603566,9.084280337700376,8.940947941751382,8.706221014623104,9.17567486887966,26.898643307098222,26.181450216405217,27.615836397791227,0.0,0.0,0.0,1.0036159129741051,0.9741041767846144,1.033127649163596,0.10176444984798044,0.09901163336226923,0.10451726633369166,0.9979114262280621,0.9797987665731397,1.0160240858829843,0.986083065849547,0.9626507648417166,1.0095153668573773,2.982581355862361,2.9127409765071555,3.0524217352175667,0.0547274166697378,0.05329819458643104,0.056235401669093785,0.2747601030009537,0.26705574121030307,0.282922200476173,0.044260877310308394,0.043108821027653225,0.04547620032415563,0.010445831245999654,0.010182823081952334,0.010722785898953875,0.05622119396525277,0.054616218600631886,0.057923354219862805,0.27330735107659965,0.26629282132956117,0.28070142380251056,0.05021512410856244,0.04896246640401751,0.05153356079514605,0.00570462190888813,0.005590772402897266,0.005823204623747676,0.3304101185110993,0.32319307360483723,0.3376271634173614
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,120,0.1,0.9,0.1,0.5,0.0,0.0,0.0,8.976514092691923,8.819068623461575,9.133959561922271,0.09195981319707239,0.08922227818190226,0.09469734821224252,8.973472084888508,8.821736968601478,9.125207201175538,8.926547354835368,8.668511100558918,9.184583609111817,26.874969221672888,26.39683529538342,27.353103147962358,0.0,0.0,0.0,1.0127989563728568,0.9860970635895374,1.0395008491561761,0.04754326543337617,0.04644731365422268,0.04863921721252966,1.0048280551247313,0.98456662731882,1.0250894829306425,0.9943898363840394,0.9771867620515664,1.0115929107165125,2.999816582739807,2.9518965205979977,3.0477366448816166,0.05471627265911262,0.053394795115703615,0.0561048211317095,0.29114613872461875,0.2849825315350411,0.2975822529090254,0.044797499393305726,0.04355304823408208,0.04611515830673371,0.010045796674202582,0.00985910019724872,0.010239700371929051,0.05649101860128087,0.054999902418125156,0.05806523992017655,0.28955231080050586,0.28369587127972234,0.2956556402867882,0.05103323581988411,0.04972910959622741,0.052407604512976214,0.005445476993402685,0.005354673258259265,0.0055394135259225555,0.0338311838230301,0.03309759249345213,0.03456477515260808
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,120,0.1,0.9,0.1,0.1,0.0,0.0,0.0,8.985605839547219,8.835342007281362,9.135869671813076,0.01842466351603576,0.017887262641794868,0.018962064390276652,9.026830012379914,8.880021256711077,9.173638768048752,8.894446314040378,8.731157061728913,9.057735566351843,26.836517228405032,26.433890947240155,27.23914350956991,0.0,0.0,0.0,0.99534751569428,0.9748353146226086,1.0158597167659515,0.009010648296229697,0.008741302331727596,0.009279994260731797,0.9864153536038783,0.9577037832233843,1.0151269239843723,1.0041955624814634,0.9847807109192294,1.0236104140436972,3.001813681909274,2.9366027737839,3.067024590034648,0.05394796097855584,0.052458437160887855,0.05552454496909664,0.28565350819606244,0.27802542636963734,0.29371197614516886,0.044150663646315126,0.043032863510739205,0.045328083261976765,0.00986137478998637,0.009624207217154845,0.010110526643215989,0.055479311832401144,0.05429195802173125,0.05671976119260603,0.28458041981060944,0.2773035717789951,0.2922494698920086,0.05009255102529424,0.04894282665914093,0.051297591579546116,0.005022095052749913,0.004912265981290852,0.005136947584241468,0.03451677750481505,0.03370665241162906,0.03532690259800104
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,120,0.1,0.9,0.1,1,0.0,0.0,0.0,8.970886997885199,8.821995137359009,9.119778858411388,0.17639069694847903,0.1718734784044236,0.18090791549253446,8.971540456892606,8.789715403196825,9.153365510588388,9.049422576004147,8.87941390734956,9.219431244658734,26.926443656928207,26.521915184778436,27.330972129077978,0.0,0.0,0.0,1.0039050149820223,0.98670024810037,1.0211097818636745,0.10081513560850847,0.09861738319388817,0.10301288802312876,0.9928587035883367,0.9660490734792276,1.019668333697446,1.0051729483109022,0.9842605737150958,1.0260853229067086,2.9851078951067453,2.928333653484488,3.0418821367290025,0.056315285336596146,0.05492027123342992,0.057783015180045375,0.28259373744009153,0.27672410145601867,0.2887177729706181,0.04645356816924529,0.045235624674142966,0.04773891123277233,0.0099885944057589,0.00970486708455608,0.01028941120760186,0.058831152060512926,0.05732539533874038,0.0604181455427282,0.28143614804700307,0.2740004347575786,0.2892866936654619,0.05240423961685668,0.05113140904286057,0.053742057910914284,0.005904366648605835,0.005785841342250585,0.006027849592106296,0.03447606353977954,0.033529571123338237,0.03542255595622085
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,120,0.1,0.9,1,0.1,0.0,0.0,0.0,8.884380736898123,8.630241009121677,9.138520464674569,0.01882134886411118,0.018296856040840057,0.019345841687382303,8.996744240726011,8.852077443705278,9.141411037746744,9.00869208496507,8.74060400751105,9.276780162419088,26.994737153893382,26.54415053679673,27.445323770990033,0.0,0.0,0.0,0.9836607268590023,0.9565622408686635,1.0107592128493412,0.00907819426513698,0.008898706818800988,0.009257681711472971,0.9991534941374074,0.9806519126782122,1.0176550755966027,1.011776533616386,0.9921686782883798,1.031384388944392,2.9919328267973597,2.942530647037202,3.0413350065575173,0.05265808975759413,0.05135241848552158,0.05403188843316984,0.2789287124268716,0.2736832456992552,0.2843791795184155,0.042654796467051656,0.041424638760962224,0.043960252469928913,0.009855696525037977,0.009676058241512981,0.01004213103557285,0.05333339325704657,0.05204540779615257,0.054686744785449555,0.2820280506041193,0.2748302016397012,0.2896130652396283,0.04857708063074031,0.04722251126696314,0.0500116561201534,0.004895439656431773,0.004819364632897601,0.004973954931218705,0.32933296719280947,0.32153076212692266,0.33713517225869627
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,120,0.1,0.9,10,0.5,0.0,0.0,0.0,8.997434517739586,8.802726114676027,9.192142920803146,0.10615239047494492,0.10323412730353317,0.10907065364635667,8.935137869946113,8.803722577296986,9.06655316259524,8.979310191771315,8.82788523999811,9.13073514354452,26.886391435658354,26.47400519109908,27.298777680217626,0.0,0.0,0.0,0.9916110124641243,0.9743350082860264,1.0088870166422221,0.05523867363202586,0.05378534922778721,0.056691998036264506,1.0031958920195576,0.9864818163568052,1.01990996768231,0.9990746805929523,0.9841387560173868,1.014010605168518,3.0025586708139516,2.943005210678471,3.062112130949432,0.04036787837043427,0.03950146448389485,0.04127315194584076,0.2116836333115437,0.20655182553249532,0.21707693894343544,0.031992824086753295,0.031175502093207637,0.032854154992489365,0.008569911393047303,0.008386780048146978,0.008761218877784464,0.04143830895251074,0.04061382456207306,0.042296962017630786,0.21213333868124276,0.20642893879293497,0.21816196577428895,0.036993762030164204,0.03612755022698731,0.03790253165567585,0.004570068378703619,0.004512035247763147,0.004629613787455561,2.573408559235448,2.5161366648261,2.630680453644796
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,120,0.1,0.9,10,0.1,0.0,0.0,0.0,8.987631427415366,8.77904101953418,9.196221835296551,0.0211830734000627,0.02076173465404097,0.021604412146084426,9.015927442964996,8.866008528618199,9.165846357311793,9.059710437691082,8.909527026074283,9.209893849307882,26.816680258958847,26.421620921616647,27.211739596301047,0.0,0.0,0.0,0.9932998936557795,0.9779384782399677,1.0086613090715915,0.010439607544621683,0.01016601846976161,0.010713196619481755,1.009009215696348,0.9865027286157994,1.0315157027768964,1.0034263129895666,0.9807711783163522,1.026081447662781,3.001874076847796,2.9520074435424903,3.0517407101531018,0.0395407211727653,0.03872920031293309,0.04038697865759364,0.21515290126891023,0.21051061085676306,0.22000455716501496,0.03122866743966039,0.030587700092312608,0.03189707278125381,0.008429957383082925,0.008210530509287446,0.008661434695751404,0.04050619359858534,0.03936572749307626,0.04171471223745069,0.21385229162850908,0.2087069876929801,0.21925770495299862,0.03630804262486951,0.03531519039294959,0.037358335905811405,0.004220357063339094,0.004166517214212749,0.00427560656807254,2.535017611404188,2.490264470845983,2.579770751962393
30,30,10,1,1,25,35,9,9,9,27,9,9,9,27,1,1,1,3,120,0.1,0.9,10,1,0.0,0.0,0.0,8.962119971449528,8.783992927958417,9.14024701494064,0.21474611681735184,0.20837710806154677,0.2211151255731569,8.923224835771373,8.754900055474987,9.09154961606776,9.065049645186733,8.86056213737047,9.269537153002995,26.988318172552635,26.462702916769587,27.513933428335683,0.0,0.0,0.0,0.998570552301228,0.9806220444239141,1.016519060178542,0.11250433361712896,0.10976238871406427,0.11524627852019365,0.9943062951716689,0.9730564484440043,1.0155561418993335,1.0014884430125974,0.9817693175886355,1.0212075684365594,3.0184913930200863,2.963459795885585,3.0735229901545877,0.04173659551862684,0.040564338478013495,0.04297862224487872,0.21314167545149026,0.2076093252596644,0.2189769488104381,0.032851283379021615,0.03202487711075366,0.0337214704674253,0.008879240327806046,0.008648194335420342,0.00912297048552232,0.042695566433196275,0.04151270751138223,0.04394781094795682,0.21159000146747553,0.20585874304034626,0.21764952388315212,0.03784568953084383,0.03698194189983315,0.038750749303016585,0.004838642859728023,0.004752803131513105,0.004927640298129741,2.5009719066238962,2.442347814088985,2.5595959991588075
30,30,10,1,1,30,30,9,9,9,27,9,9,9,27,1,1,1,3,10,0.1,0.9,0.1,0.5,0.0,0.0,0.0,8.9224747439867,8.752783460835087,9.092166027138312,0.1227687137626484,0.11949024936774269,0.12604717815755412,9.1238198099187,8.865824825321821,9.381814794515579,9.018194554207687,8.875687682804413,9.160701425610961,26.848755448210078,26.083865445283674,27.61364545113648,0.0,0.0,0.0,0.9935380460261151,0.9745257046875009,1.0125503873647292,0.08624779856892692,0.08402003728877826,0.08847555984907558,0.9893037754729884,0.9680025149123616,1.0106050360336154,0.9990198177201599,0.979624492478211,1.0184151429621089,3.023439102535276,2.9647155759568173,3.0821626291137347,0.1825995695947337,0.17742480462381988,0.18808525690340905,0.16852644349827392,0.16495122300323992,0.1722600791404109,0.13594965886743482,0.13207245889919805,0.14006138669136697,0.04380007738302468,0.04314600991476329,0.04447428063366771,0.18945129183613615,0.18620165894204,0.19281636607487887,0.15810593892213332,0.15416493152704144,0.16225372482308456,0.1556226749408479,0.15249566717168092,0.1588806094737355,0.032742853031567785,0.03209900894665327,0.033413054327293405,0.03512726300864905,0.03419855738072591,0.0360559686365722
30,30,10,1,1,30,30,9,9,9,27,9,9,9,27,1,1,1,3,10,0.1,0.9,0.1,0.1,0.0,0.0,0.0,8.978587504113325,8.839395359625419,9.11777964860123,0.02497303039149462,0.024480416059234733,0.02546564472375451,8.99090822973674,8.848662485458537,9.133153974014945,8.982755968282836,8.817140625187761,9.148371311377911,27.015867376604575,26.556715670686007,27.475019082523144,0.0,0.0,0.0,1.0057514580339957,0.9842464986192208,1.0272564174487706,0.01722316058597763,0.016841139843760417,0.01760518132819484,1.0060086791759388,0.9760283092906542,1.0359890490612236,0.9905764188805061,0.9710889599189471,1.0100638778420652,2.9980012743891957,2.917822397698027,3.0781801510803644,0.17778473910046527,0.17328916158057422,0.1825197832724784,0.17201513566069643,0.1673247252771902,0.17697609103441686,0.13334226643028851,0.1298752559906771,0.13699945689076765,0.043390068398546366,0.04257436556047964,0.04423763869005398,0.18620934997654617,0.18242765942744132,0.19015114694729582,0.16172653474542165,0.15807006336254237,0.16555617460139202,0.15601965634194653,0.1515154329493988,0.16079988628435032,0.031445588296557504,0.030865815746204193,0.03204755828009609,0.034868099847443185,0.03391972369842722,0.03581647599645915
30,30,10,1,1,30,30,9,9,9,27,9,9,9,27,1,1,1,3,10,0.1,0.9,0.1,1,0.0,0.0,0.0,8.961843465432818,8.811909651516332,9.111777279349303,0.24111245895758676,0.2367455764430003,0.24547934147217323,8.933544928277191,8.787991113184306,9.079098743370077,8.99617323841673,8.844525057029509,9.147821419803952,27.086403555378862,26.674397165885924,27.4984099448718,0.0,0.0,0.0,1.0028748319643157,0.9823631813956788,1.0233864825329526,0.18026086817705528,0.17518185231541428,0.18533988403869628,1.000011120476833,0.9783029697751838,1.0217192711784822,1.006640726898375,0.9781821355443919,1.035099318252358,2.9988540793697744,2.948375991872432,3.0493321668671167,0.1779377190647306,0.1730360794908787,0.18312515458287335,0.16716586978052478,0.16437254212368818,0.17005577767417207,0.13543347593860242,0.1320177000402247,0.13903070363197922,0.04343491709501108,0.04248085315700852,0.044432819625638574,0.1873830029329497,0.1820025470104468,0.19309126955858355,0.15884309824690956,0.15521198558884328,0.1626481771697247,0.15571768212955128,0.15160671321765729,0.1600578110822872,0.0342203481980468,0.03344433456497297,0.03503322917792868,0.034807275177674055,0.03381253314604323,0.03580201720930488
30,30,10,1,1,30,30,9,9,9,27,9,9,9,27,1,1,1,3,10,0.1,0.9,1,0.1,0.0,0.0,0.0,9.024986463073185,8.875838624788845,9.174134301357526,0.025992876040136708,0.025342942207198953,0.026642809873074463,8.934073643019392,8.786231843047405,9.081915442991379,9.05103388298412,8.801150828849032,9.300916937119208,26.766282413769677,26.268184203252748,27.264380624286606,0.0,0.0,0.0,0.9942863005283982,0.9782404423533708,1.0103321587034255,0.01691656336978687,0.016410071661068882,0.01742305507850486,1.0048004041051306,0.9861690017451424,1.0234318064651187,0.9970573948509539,0.9780269397199489,1.016087849981959,3.001252872770331,2.9397058199124224,3.06279992562824,0.17310068785818133,0.16979342675868564,0.1765393469742861,0.1628267291913018,0.15825642796289716,0.16766885265587278,0.12850209858845443,0.1252520858747008,0.13192526545223016,0.04461380148920519,0.04351959189494337,0.045764453456935285,0.17911192330941836,0.17498828863953136,0.18343459695542638,0.15695984857183748,0.15308590096948052,0.16103495257872036,0.1489496245764841,0.14572661880057186,0.15231841986623512,0.030146316969093714,0.029593912762059728,0.0307197359527789,0.3401638684244549,0.3320942008234608,0.348233536025449
30,30,10,1,1,30,30,9,9,9,27,9,9,9,27,1,1,1,3,10,0.1,0.9,1,0.5,0.0,0.0,0.0,9.006051707028272,8.771595450670645,9.240507963385898,0.1302901894298154,0.1271416579940439,0.13343872086558692,8.978603093627205,8.764404557629797,9.192801629624613,8.999798998249675,8.848483895767945,9.151114100731405,27.315964618229476,26.55222116260414,28.07970807385481,0.0,0.0,0.0,1.003682380521216,0.9852122642907288,1.0221524967517033,0.08714120401642163,0.08520524067131492,0.08907716736152833,1.0028167314721126,0.9800314991505198,1.0256019637937055,0.9994029001373188,0.9796751459152939,1.0191306543593437,3.018905774552615,2.964159221744927,3.0736523273603034,0.1740823959501572,0.1707149344211515,0.17758538145157018,0.1615657235796613,0.15767250128847307,0.16565607489769166,0.12798269529969836,0.12470207754468275,0.13144058736640757,0.045071975232240026,0.044293913210720785,0.045877860701665565,0.18042899980894864,0.17555044905173833,0.18558645128418583,0.15622873233016207,0.15229845663600947,0.1603672341673325,0.14855157485581066,0.14511100369003593,0.15215925964911997,0.031836245079548034,0.030942305952066946,0.032783373597874,0.3321737550886311,0.3255473408554723,0.3388001693217899
